"Site_ID","Study","General_Location","Specific_Location","State","Region","Latitude","Longitude","Collaborator","Matrix","Scientific_Name","Calendar_Year","Unit","Laboratory","TechMemo_Group","Sum","Count"
"LIHU","Mussel Watch","Long Island Sound","Huntington Harbor","New York","North Atlantic Coast",40.922,-73.4285,"","Mussel","Mytilus edulis","1993","ng/dry g","","Total PAHs",258.05,39
"PDSC","Mussel Watch","Point Delgada","Shelter Cove","California","Pacific Coast",40.0225,-124.0733,"","Mussel","Mytilus species","2009","ng/dry g","","Total PAHs",52.8,39
"MBLR","Mussel Watch","Matagorda Bay","Lavaca River Mouth","Texas","Gulf Coast",28.6603,-96.5845,"","Oyster","Crassostrea virginica","1992","ng/dry g","","Total PAHs",138.84,39
"MRTP","Mussel Watch","Mississippi River","Tiger Pass","Louisiana","Gulf Coast",29.145,-89.4273,"","Oyster","Crassostrea virginica","1991","ng/dry g","","Total PAHs",1448.450039,39
"NYSH","Mussel Watch","New York Bight","Sandy Hook","New Jersey","North Atlantic Coast",40.4875,-74.0333080988785,"","Mussel","Mytilus edulis","1996","ng/dry g","","Total PAHs",3885.6,39
"CIHS","Mussel Watch","Cook Inlet","Homer Spit","Alaska","Pacific Coast",59.6145,-151.4442,"","Mussel","Mytilus species","2005","ng/dry g","","Total PAHs",238.6,39
"UISB","Mussel Watch","Unakwit Inlet","Siwash Bay","Alaska","Pacific Coast",60.9608,-147.646,"","Mussel","Mytilus species","1997","ng/dry g","","Total PAHs",118.4,39
"LMPI","Mussel Watch","Lower Laguna Madre","Port Isabel","Texas","Gulf Coast",26.0748067076166,-97.1995,"","Oyster","Crassostrea virginica","2012","ng/dry g","","Total PAHs",498.4,39
"HRCI","Mussel Watch","Hudson River","Cruger Island","New York","Great Lakes",42.0338,-73.9293,"","Mussel","Dreissena species","2009","ng/dry g","","Total PAHs",1028.7,39
"CBTP","Mussel Watch","Commencement Bay","Tahlequah Point","Washington","Pacific Coast",47.3311936088416,-122.504306385406,"","Mussel","Mytilus species","1994","ng/dry g","","Total PAHs",10197.74,39
"GBDP","Mussel Watch","Great Bay","Dover Point","New Hampshire","North Atlantic Coast",43.1207,-70.8265,"","Mussel","Mytilus edulis","2007","ng/dry g","","Total PAHs",1712.1,39
"SIWP","Mussel Watch","Sinclair Inlet","Waterman Point","Washington","Pacific Coast",47.585193944705,-122.570806049845,"","Mussel","Mytilus species","2001","ng/dry g","","Total PAHs",299.4,39
"PSPA","Mussel Watch","Puget Sound","Port Angeles","Washington","Pacific Coast",48.1397,-123.4202,"","Mussel","Mytilus species","1998","ng/dry g","","Total PAHs",898.2,39
"BBSM","Mussel Watch","Bellingham Bay","Squalicum Marina Jet.","Washington","Pacific Coast",48.7521939362372,-122.497806058305,"","Mussel","Mytilus species","2002","ng/dry g","","Total PAHs",1628.7,39
"BBAR","Mussel Watch","Buzzards Bay","Angelica Rock","Massachusetts","North Atlantic Coast",41.5797,-70.859,"","Mussel","Mytilus edulis","1993","ng/dry g","","Total PAHs",2486.85,39
"MRPL","Mussel Watch","Mississippi River","Pass A Loutre","Louisiana","Gulf Coast",29.0895,-89.0748,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",2431.73,39
"BBGC","Mussel Watch","Biscayne Bay","Gould's Canal","Florida","South Atlantic Coast",25.5333110751724,-80.3231889248276,"","Oyster","Crassostrea virginica","2001","ng/dry g","","Total PAHs",2792.3,39
"ESSP","Mussel Watch","Espiritu Santo","South Pass Reef","Texas","Gulf Coast",28.2982,-96.622,"","Oyster","Crassostrea virginica","2002","ng/dry g","","Total PAHs",35.6,39
"SRTI","Mussel Watch","Savannah River Estuary","Tybee Island","Georgia","South Atlantic Coast",32.0165,-80.8825,"","Oyster","Crassostrea virginica","2009","ng/dry g","","Total PAHs",112.2,39
"MBAR","Mussel Watch","Mesquite Bay","Ayres Reef","Texas","Gulf Coast",28.173,-96.835,"","Oyster","Crassostrea virginica","2000","ng/dry g","","Total PAHs",28.3,39
"SCFP","Mussel Watch","Santa Cruz Island","Fraser Point","California","Pacific Coast",34.058,-119.92030678,"","Mussel","Mytilus species","2004","ng/dry g","","Total PAHs",87.3,39
"MSBB","Mussel Watch","Mississippi Sound","Biloxi Bay","Mississippi","Gulf Coast",30.3925,-88.8575,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",11838.64,39
"CBFM","Mussel Watch","Charlotte Harbor","Fort Meyers","Florida","Gulf Coast",26.5583,-81.9228,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",287.61,39
"ESBD","Mussel Watch","Espiritu Santo","Bill Days Reef","Texas","Gulf Coast",28.4118,-96.449,"","Oyster","Crassostrea virginica","1989","ng/dry g","","Total PAHs",258.8133448,39
"TBLL","Mussel Watch","Traverse Bay","Leelanau State Park","Michigan","Great Lakes",45.2057,-85.5368,"","Mussel","Dreissena species","2000","ng/dry g","","Total PAHs",44.1,39
"MBTH","Mussel Watch","Moriches Bay","Tuthill Point","New York","North Atlantic Coast",40.7766934373675,-72.7558065626325,"","Mussel","Mytilus edulis","1995","ng/dry g","","Total PAHs",217.7,39
"PRRP","Mussel Watch","Potomac River","Ragged Point","Maryland","South Atlantic Coast",38.155,-76.6008105496696,"","Oyster","Crassostrea virginica","1999","ng/dry g","","Total PAHs",29.75,39
"BBMB","Mussel Watch","Barataria Bay","Middle Bank","Louisiana","Gulf Coast",29.2767,-89.942,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",575,39
"GBTD","Mussel Watch","Galveston Bay","Todd's Dump","Texas","Gulf Coast",29.503,-94.896,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",1085.97,39
"BRCL","Mussel Watch","Brazos River","Cedar Lakes","Texas","Gulf Coast",28.858,-95.4647,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",445.12,39
"GBCR","Mussel Watch","Galveston Bay","Confederate Reef","Texas","Gulf Coast",29.2633061106858,-94.9163061106859,"","Oyster","Crassostrea virginica","1992","ng/dry g","","Total PAHs",1134.51,39
"MBCB","Mussel Watch","Matagorda Bay","Carancahua Bay","Texas","Gulf Coast",28.665,-96.383,"","Oyster","Crassostrea virginica","2000","ng/dry g","","Total PAHs",14.8,39
"WBNA","Mussel Watch","Willapa Bay","Nahcotta","Washington","Pacific Coast",46.4991932111992,-124.02719321731,"","Mussel","Mytilus species","2002","ng/dry g","","Total PAHs",273,39
"BBBE","Mussel Watch","Bodega Bay","Bodega Bay Entrance","California","Pacific Coast",38.305,-123.066,"","Mussel","Mytilus species","2003","ng/dry g","","Total PAHs",89.9,39
"CBSR","Mussel Watch","Choctawhatchee Bay","Off Santa Rosa","Florida","Gulf Coast",30.412,-86.2036967885156,"","Oyster","Crassostrea virginica","1992","ng/dry g","","Total PAHs",198.59,39
"CAKP","Mussel Watch","Cape Arundel","Kennebunkport","Maine","North Atlantic Coast",43.3453063968013,-70.4743063968013,"","Mussel","Mytilus edulis","1997","ng/dry g","","Total PAHs",467.8,39
"SCFP","Mussel Watch","Santa Cruz Island","Fraser Point","California","Pacific Coast",34.058,-119.92030678,"","Mussel","Mytilus species","1998","ng/dry g","","Total PAHs",37.5,39
"MBDR","Mussel Watch","Mobile Bay","Dog River","Alabama","Gulf Coast",30.5916925993355,-88.0398074006645,"","Oyster","Crassostrea virginica","1990","ng/dry g","","Total PAHs",7792.976767,39
"GBBS_DS","Mussel Watch","Green Bay","Bayshore Park","Wisconsin","Great Lakes",44.6368509403509,-87.8077390596491,"","Mussel","Dreissena species","2010","ng/dry g","","Total PAHs",419.1,39
"PBSP","Mussel Watch","Pensacola Bay","Sabine Point","Florida","Gulf Coast",30.3498084992275,-87.1546915007725,"","Oyster","Crassostrea virginica","2004","ng/dry g","","Total PAHs",154.7,39
"PRBJ","Mussel Watch","Puerto Rico","Bahia de Jobos","Puerto Rico","South Atlantic Coast",17.9391828949569,-66.1813171050431,"","Oyster","Crassostrea rhizophorae","1996","ng/dry g","","Total PAHs",66.9,39
"CLCL","Mussel Watch","Caillou Lake","Caillou Lake","Louisiana","Gulf Coast",29.2531941131708,-90.9266941131708,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",63.38,39
"HHKL","Mussel Watch","Honolulu Hrb.","Keehi Lagoon","Hawaii","Pacific Coast",21.3167,-157.8858,"","Oyster","Dendostrea sandvichensis","2006","ng/dry g","","Total PAHs",21116.8,39
"NBDU","Mussel Watch","Narragansett Bay","Dutch Island","Rhode Island","North Atlantic Coast",41.501304569001,-71.392804569001,"","Mussel","Mytilus edulis","2007","ng/dry g","","Total PAHs",296,39
"YBCP","Mussel Watch","Yaquina Bay","Coquille Pt","Oregon","Pacific Coast",44.6107,-124.012,"","Mussel","Mytilus species","2010","ng/dry g","","Total PAHs",454.002,39
"PSEF","Mussel Watch","Puget Sound","Edmonds Ferry","Washington","Pacific Coast",47.8139931900058,-122.382296595003,"","Mussel","Mytilus species","2007","ng/dry g","","Total PAHs",1842.1,39
"PRBJ","Mussel Watch","Puerto Rico","Bahia de Jobos","Puerto Rico","South Atlantic Coast",17.9391828949569,-66.1813171050431,"","Oyster","Crassostrea rhizophorae","1998","ng/dry g","","Total PAHs",67,39
"SBPP","Mussel Watch","Lake Erie","Peach Orchard Pt.","Ohio","Great Lakes",41.6597,-82.825,"","Mussel","Dreissena species","1993","ng/dry g","","Total PAHs",796.52,39
"YBOP","Mussel Watch","Yaquina Bay","Oneatta Point","Oregon","Pacific Coast",44.5752,-123.989,"","Mussel","Mytilus species","2000","ng/dry g","","Total PAHs",593.5,39
"SAPP","Mussel Watch","San Antonio Bay","Panther Point Reef","Texas","Gulf Coast",28.2323,-96.7082,"","Oyster","Crassostrea virginica","2002","ng/dry g","","Total PAHs",42.9,39
"LBGO","Mussel Watch","Lake Borgne","Gulf Outlet","Louisiana","Gulf Coast",29.9448,-89.8353,"","Oyster","Crassostrea virginica","2000","ng/dry g","","Total PAHs",396.7,39
"APCP","Mussel Watch","Apalachicola Bay","Cat Point Bar","Florida","Gulf Coast",29.7242,-84.8842,"","Oyster","Crassostrea virginica","2005","ng/dry g","","Total PAHs",294.4,39
"MSPC","Mussel Watch","Mississippi Sound","Pass Christian","Mississippi","Gulf Coast",30.3023056920106,-89.3271943079894,"","Oyster","Crassostrea virginica","1994","ng/dry g","","Total PAHs",332.77,39
"SRNB","Mussel Watch","Santee River","North Bay","South Carolina","South Atlantic Coast",33.168315600235,-79.241684399765,"","Oyster","Crassostrea virginica","2010","ng/dry g","","Total PAHs",86.317,39
"MBES","Mussel Watch","Monterey Bay","Elkhorn Slough","California","Pacific Coast",36.8098,-121.7852,"","Mussel","Mytilus species","2003","ng/dry g","","Total PAHs",143.3,39
"MDSJ","Mussel Watch","Marina Del Rey","South Jetty","California","Pacific Coast",33.9618092490087,-118.458,"","Mussel","Mytilus species","1995","ng/dry g","","Total PAHs",1570.7,39
"PRBB","Mussel Watch","Puerto Rico","Bahia de Boqueron","Puerto Rico","South Atlantic Coast",18.0078152883058,-67.1751847116942,"","Oyster","Crassostrea rhizophorae","2008","ng/dry g","","Total PAHs",277.9,39
"YHFC","Mussel Watch","Yaquina Bay","Fogarty Creek","Oregon","Pacific Coast",44.837,-124.052,"","Mussel","Mytilus species","2011","ng/dry g","","Total PAHs",292.08,39
"GBTD","Mussel Watch","Galveston Bay","Todd's Dump","Texas","Gulf Coast",29.503,-94.896,"","Oyster","Crassostrea virginica","1996","ng/dry g","","Total PAHs",865.2,39
"LOOC","Mussel Watch","Lake Ontario","Olcott","New York","Great Lakes",43.3553068130441,-78.6866931869559,"","Mussel","Dreissena species","1997","ng/dry g","","Total PAHs",692.7,39
"LELR_DS","Mussel Watch","Lake Erie","Lorain","Ohio","Great Lakes",41.46117,-82.207,"","Mussel","Dreissena species","2009","ng/dry g","","Total PAHs",898.4,39
"PSMF","Mussel Watch","Puget Sound","Mukilteo","Washington","Pacific Coast",47.9496921183591,-122.301592118359,"","Mussel","Mytilus species","2004","ng/dry g","","Total PAHs",9073.7,39
"LHTB","Mussel Watch","Lake Huron","Thunder Bay","Michigan","Great Lakes",44.9221919406967,-83.4135,"","Mussel","Dreissena species","1996","ng/dry g","","Total PAHs",737.05,39
"TBCB","Mussel Watch","Tampa Bay","Cockroach Bay","Florida","Gulf Coast",27.681,-82.5176940947818,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",119.32,39
"TBPB","Mussel Watch","Tampa Bay","Papys Bayou","Florida","Gulf Coast",27.844303943748,-82.6115,"","Oyster","Crassostrea virginica","1992","ng/dry g","","Total PAHs",322.75,39
"ABWJ","Mussel Watch","Anaheim Bay","West Jetty","California","Pacific Coast",33.7335,-118.101,"","Mussel","Mytilus species","1992","ng/dry g","","Total PAHs",755.73,39
"SBSB","Mussel Watch","Point Santa Barbara","Point Santa Barbara","California","Pacific Coast",34.3956948618145,-119.7275,"","Mussel","Mytilus species","2001","ng/dry g","","Total PAHs",852.8,39
"TBLL","Mussel Watch","Traverse Bay","Leelanau State Park","Michigan","Great Lakes",45.2057,-85.5368,"","Mussel","Dreissena species","2008","ng/dry g","","Total PAHs",49.9,39
"SFSM","Mussel Watch","San Francisco Bay","San Mateo Bridge","California","Pacific Coast",37.578,-122.2537,"","Mussel","Mytilus edulis","2009","ng/dry g","","Total PAHs",537.9,39
"DBCI","Mussel Watch","Duxbury Bay","Clarks Island","Massachusetts","North Atlantic Coast",42.0136943350777,-70.6365,"","Mussel","Mytilus edulis","2009","ng/dry g","","Total PAHs",184.9,39
"CBSR","Mussel Watch","Choctawhatchee Bay","Off Santa Rosa","Florida","Gulf Coast",30.412,-86.2036967885156,"","Oyster","Crassostrea virginica","2010","ng/dry g","","Total PAHs",212.3,39
"CLLC","Mussel Watch","Calcasieu Lake","Lake Charles","Louisiana","Gulf Coast",30.0586938407061,-93.3075,"","Oyster","Crassostrea virginica","2006","ng/dry g","","Total PAHs",1458.2,39
"YHFC","Mussel Watch","Yaquina Bay","Fogarty Creek","Oregon","Pacific Coast",44.837,-124.052,"","Mussel","Mytilus species","1992","ng/dry g","","Total PAHs",52.89,39
"CBPP","Mussel Watch","Choctawhatchee Bay","Postil Point","Florida","Gulf Coast",30.4823058210441,-86.4793058210441,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",1519.75,39
"NBPI","Mussel Watch","Narragansett Bay","Patience Island","Rhode Island","North Atlantic Coast",41.6523045616269,-71.3566954383732,"","Mussel","Mytilus edulis","1997","ng/dry g","","Total PAHs",602.4,39
"DBFE","Mussel Watch","Delaware Bay","False Egg Island Point","New Jersey","North Atlantic Coast",39.2116912077202,-75.1916912077202,"","Oyster","Crassostrea virginica","1999","ng/dry g","","Total PAHs",86,39
"NYSR","Mussel Watch","New York Bight","Shark River","New Jersey","North Atlantic Coast",40.187,-74.009,"","Mussel","Mytilus edulis","2004","ng/dry g","","Total PAHs",1932.2,39
"LEDK","Mussel Watch","Lake Erie","Dunkirk","New York","Great Lakes",42.5291940319575,-79.2776940319575,"","Mussel","Dreissena species","2003","ng/dry g","","Total PAHs",516.8,39
"LICR","Mussel Watch","Long Island Sound","Connecticut River","Connecticut","North Atlantic Coast",41.2667,-72.3417,"","Mussel","Mytilus edulis","1993","ng/dry g","","Total PAHs",972.83,39
"LISI","Mussel Watch","Long Island Sound","Sheffield Island","Connecticut","North Atlantic Coast",41.0527,-73.4173,"","Mussel","Mytilus edulis","1993","ng/dry g","","Total PAHs",554.33,39
"BBMB","Mussel Watch","Barataria Bay","Middle Bank","Louisiana","Gulf Coast",29.2767,-89.942,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",1841.8,39
"ESBD","Mussel Watch","Espiritu Santo","Bill Days Reef","Texas","Gulf Coast",28.4118,-96.449,"","Oyster","Crassostrea virginica","2007","ng/dry g","","Total PAHs",43.9,39
"PGLP","Mussel Watch","Pacific Grove","Lovers Point","California","Pacific Coast",36.6272,-121.9165,"","Mussel","Mytilus species","2001","ng/dry g","","Total PAHs",17.2,39
"MBES","Mussel Watch","Monterey Bay","Elkhorn Slough","California","Pacific Coast",36.8098,-121.7852,"","Mussel","Mytilus species","2005","ng/dry g","","Total PAHs",135.7,39
"LIJI","Mussel Watch","Long Island","Jones Inlet","New York","North Atlantic Coast",40.5955,-73.5866927670191,"","Mussel","Mytilus edulis","1997","ng/dry g","","Total PAHs",914.4,39
"GBOB","Mussel Watch","Galveston Bay","Offatts Bayou","Texas","Gulf Coast",29.284,-94.8363057916605,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",1467.8,39
"BBWF","Mussel Watch","Buzzards Bay","West Falmouth","Massachusetts","North Atlantic Coast",41.6066856970029,-70.6528143029971,"","Mussel","Mytilus edulis","1994","ng/dry g","","Total PAHs",72.35,39
"TBKA","Mussel Watch","Tampa Bay","Peter O. Knight Airport","Florida","Gulf Coast",27.9096943276894,-82.4538056723106,"","Oyster","Crassostrea virginica","1994","ng/dry g","","Total PAHs",838.4,39
"NBES","Mussel Watch","Nahku Bay","East Side","Alaska","Pacific Coast",59.4533,-135.3365,"","Mussel","Mytilus species","2007","ng/dry g","","Total PAHs",186.4,39
"TBPB","Mussel Watch","Tampa Bay","Papys Bayou","Florida","Gulf Coast",27.844303943748,-82.6115,"","Oyster","Crassostrea virginica","2000","ng/dry g","","Total PAHs",314.8,39
"ABWJ","Mussel Watch","Anaheim Bay","West Jetty","California","Pacific Coast",33.7335,-118.101,"","Mussel","Mytilus species","2007","ng/dry g","","Total PAHs",317.6,39
"CBFM","Mussel Watch","Charlotte Harbor","Fort Meyers","Florida","Gulf Coast",26.5583,-81.9228,"","Oyster","Crassostrea virginica","1997","ng/dry g","","Total PAHs",772.3,39
"HRCI","Mussel Watch","Hudson River","Cruger Island","New York","Great Lakes",42.0338,-73.9293,"","Mussel","Dreissena species","2001","ng/dry g","","Total PAHs",425.01,39
"BBBE","Mussel Watch","Bodega Bay","Bodega Bay Entrance","California","Pacific Coast",38.305,-123.066,"","Mussel","Mytilus species","2009","ng/dry g","","Total PAHs",32,39
"LORC","Mussel Watch","Lake Ontario","Rochester","New York","Great Lakes",43.2578068163855,-77.4953068163855,"","Mussel","Dreissena species","2003","ng/dry g","","Total PAHs",637.6,39
"MBCP","Mussel Watch","Mobile Bay","Cedar Point Reef","Alabama","Gulf Coast",30.3155,-88.1338,"","Oyster","Crassostrea virginica","2002","ng/dry g","","Total PAHs",134.5,39
"AESP","Mussel Watch","Apalachee Bay","Spring Creek","Florida","Gulf Coast",30.0633057494513,-84.322,"","Oyster","Crassostrea virginica","2003","ng/dry g","","Total PAHs",54.1,39
"PLLH","Mussel Watch","Point Loma","Lighthouse","California","Pacific Coast",32.6805,-117.2488,"","Mussel","Mytilus species","2001","ng/dry g","","Total PAHs",30.5,39
"HRLB","Mussel Watch","Hudson/Raritan Estuary","Lower Bay","New York","North Atlantic Coast",40.566,-74.0508071393409,"","Mussel","Mytilus edulis","2008","ng/dry g","","Total PAHs",3420.5,39
"NBNB","Mussel Watch","Naples Bay","Naples Bay","Florida","Gulf Coast",26.1118058559923,-81.7851941440077,"","Oyster","Crassostrea virginica","2004","ng/dry g","","Total PAHs",1426.5,39
"CBTP","Mussel Watch","Commencement Bay","Tahlequah Point","Washington","Pacific Coast",47.3311936088416,-122.504306385406,"","Mussel","Mytilus species","2001","ng/dry g","","Total PAHs",953.6,39
"BBMB","Mussel Watch","Barataria Bay","Middle Bank","Louisiana","Gulf Coast",29.2767,-89.942,"","Oyster","Crassostrea virginica","1991","ng/dry g","","Total PAHs",1496.0599537,39
"PSPA","Mussel Watch","Puget Sound","Port Angeles","Washington","Pacific Coast",48.1397,-123.4202,"","Mussel","Mytilus edulis","2012","ng/dry g","","Total PAHs",2391.42,39
"CLCL","Mussel Watch","Caillou Lake","Caillou Lake","Louisiana","Gulf Coast",29.2531941131708,-90.9266941131708,"","Oyster","Crassostrea virginica","1994","ng/dry g","","Total PAHs",63.19,39
"LMSR_1DS","Mussel Watch","Lake Michigan","Sheboygan River","Wisconsin","Great Lakes",43.750930265,-87.69484,"","Mussel","Dreissena species","2013","ng/dry g","","Total PAHs",3960.28,39
"TBSR","Mussel Watch","Tomales Bay","Spenger's Residence","California","Pacific Coast",38.1495,-122.904,"","Mussel","Mytilus species","1997","ng/dry g","","Total PAHs",324.9,39
"SCBR","Mussel Watch","South Catalina Island","Bird Rock","California","Pacific Coast",33.45169322,-118.487306773897,"","Mussel","Mytilus species","2002","ng/dry g","","Total PAHs",27.5,39
"PLLH","Mussel Watch","Point Loma","Lighthouse","California","Pacific Coast",32.6805,-117.2488,"","Mussel","Mytilus species","1997","ng/dry g","","Total PAHs",119.3,39
"PVRP","Mussel Watch","Palos Verdes","Royal Palms State Pk.","California","Pacific Coast",33.717,-118.322694847107,"","Mussel","Mytilus species","2003","ng/dry g","","Total PAHs",83,39
"RBMJ","Mussel Watch","Redondo Beach","Municipal Jetty","California","Pacific Coast",33.832,-118.392810986817,"","Mussel","Mytilus species","1996","ng/dry g","","Total PAHs",1745.8,39
"EBDH","Mussel Watch","Elliott Bay","Duwamish Head","Washington","Pacific Coast",47.5958070130628,-122.38669299325,"","Mussel","Mytilus species","2004","ng/dry g","","Total PAHs",3284.6,39
"LINH","Mussel Watch","Long Island Sound","New Haven","Connecticut","North Atlantic Coast",41.2542,-72.9393,"","Mussel","Mytilus edulis","1997","ng/dry g","","Total PAHs",1359,39
"NBPI","Mussel Watch","Narragansett Bay","Patience Island","Rhode Island","North Atlantic Coast",41.6523045616269,-71.3566954383732,"","Mussel","Mytilus edulis","1995","ng/dry g","","Total PAHs",1096.88,39
"LEAB","Mussel Watch","Lake Erie","Ashtabula","Ohio","Great Lakes",41.9246931836145,-80.7183068163855,"","Mussel","Dreissena species","1994","ng/dry g","","Total PAHs",614.2899937,39
"BBWF","Mussel Watch","Buzzards Bay","West Falmouth","Massachusetts","North Atlantic Coast",41.6066856970029,-70.6528143029971,"","Mussel","Geukensia demissa","2004","ng/dry g","","Total PAHs",1402.3,39
"LERB","Mussel Watch","Lake Erie","Reno Beach","Ohio","Great Lakes",41.6745,-83.2261925953063,"","Mussel","Dreissena species","2005","ng/dry g","","Total PAHs",464.6,39
"MBAR","Mussel Watch","Mesquite Bay","Ayres Reef","Texas","Gulf Coast",28.173,-96.835,"","Oyster","Crassostrea virginica","1996","ng/dry g","","Total PAHs",179.6,39
"SSTP","Mussel Watch","South Puget Sound","Tolmie Park","Washington","Pacific Coast",47.12096,-122.774794591549,"","Mussel","Mytilus species","2010","ng/dry g","","Total PAHs",236.5,39
"CBPP","Mussel Watch","Choctawhatchee Bay","Postil Point","Florida","Gulf Coast",30.4823058210441,-86.4793058210441,"","Oyster","Crassostrea virginica","1994","ng/dry g","","Total PAHs",1253.1,39
"TBLF","Mussel Watch","Terrebonne Bay","Lake Felicity","Louisiana","Gulf Coast",29.2642,-90.3982,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",37.8,39
"CLSJ","Mussel Watch","Calcasieu Lake","St. Johns Island","Louisiana","Gulf Coast",29.829,-93.384,"","Oyster","Crassostrea virginica","1999","ng/dry g","","Total PAHs",225.1,39
"BHBI","Mussel Watch","Boston Harbor","Brewster Island","Massachusetts","North Atlantic Coast",42.3432,-70.8783,"","Mussel","Mytilus edulis","1993","ng/dry g","","Total PAHs",4852.3,39
"LIGB","Mussel Watch","Long Island","Gardiners Bay","New York","North Atlantic Coast",40.9982,-72.1162,"","Mussel","Mytilus edulis","1999","ng/dry g","","Total PAHs",1061.8,39
"CHFJ","Mussel Watch","Charleston Harbor","Fort Johnson","South Carolina","South Atlantic Coast",32.7505,-79.9003151334505,"","Oyster","Crassostrea virginica","2006","ng/dry g","","Total PAHs",863.9,39
"SLSL","Mussel Watch","San Luis Obispo Bay","Point San Luis","California","Pacific Coast",35.1607,-120.7558,"","Mussel","Mytilus species","1992","ng/dry g","","Total PAHs",208.62,39
"NBPI","Mussel Watch","Narragansett Bay","Patience Island","Rhode Island","North Atlantic Coast",41.6523045616269,-71.3566954383732,"","Mussel","Mytilus edulis","1996","ng/dry g","","Total PAHs",1123.8,39
"BBBE","Mussel Watch","Bodega Bay","Bodega Bay Entrance","California","Pacific Coast",38.305,-123.066,"","Mussel","Mytilus species","2001","ng/dry g","","Total PAHs",65.8,39
"TBLB","Mussel Watch","Terrebonne Bay","Lake Barre","Louisiana","Gulf Coast",29.2595,-90.5943059020751,"","Oyster","Crassostrea virginica","2009","ng/dry g","","Total PAHs",5.1,39
"TBNP","Mussel Watch","Tampa Bay","Navarez Park","Florida","Gulf Coast",27.7871942940206,-82.754,"","Oyster","Crassostrea virginica","1994","ng/dry g","","Total PAHs",6493.65,39
"TBOT","Mussel Watch","Tampa Bay","Old Tampa Bay","Florida","Gulf Coast",28.023694134605,-82.632805865395,"","Oyster","Crassostrea virginica","2008","ng/dry g","","Total PAHs",345.3,39
"CHSF","Mussel Watch","Charleston Harbor","Shutes Folly Island","South Carolina","South Atlantic Coast",32.7735,-79.9121848196856,"","Oyster","Crassostrea virginica","2008","ng/dry g","","Total PAHs",1555.3,39
"SAMP","Mussel Watch","San Antonio Bay","Mosquito Point","Texas","Gulf Coast",28.344,-96.7123,"","Oyster","Crassostrea virginica","1999","ng/dry g","","Total PAHs",40.7,39
"DBCM","Mussel Watch","Delaware Bay","Cape May","New Jersey","North Atlantic Coast",38.9821936635864,-74.9613063364136,"","Mussel","Mytilus edulis","1994","ng/dry g","","Total PAHs",1098.54,39
"SCFP","Mussel Watch","Santa Cruz Island","Fraser Point","California","Pacific Coast",34.058,-119.92030678,"","Mussel","Mytilus species","1996","ng/dry g","","Total PAHs",12.4,39
"TBOT","Mussel Watch","Tampa Bay","Old Tampa Bay","Florida","Gulf Coast",28.023694134605,-82.632805865395,"","Oyster","Crassostrea virginica","1996","ng/dry g","","Total PAHs",438.3,39
"PSEF","Mussel Watch","Puget Sound","Edmonds Ferry","Washington","Pacific Coast",47.8139931900058,-122.382296595003,"","Mussel","Mytilus species","2004","ng/dry g","","Total PAHs",4594.3,39
"PCPC","Mussel Watch","Point Conception","Point Conception","California","Pacific Coast",34.4438058346863,-120.457,"","Mussel","Mytilus species","2000","ng/dry g","","Total PAHs",31,39
"YHFC","Mussel Watch","Yaquina Bay","Fogarty Creek","Oregon","Pacific Coast",44.837,-124.052,"","Mussel","Mytilus species","2004","ng/dry g","","Total PAHs",58.9,39
"CLSJ","Mussel Watch","Calcasieu Lake","St. Johns Island","Louisiana","Gulf Coast",29.829,-93.384,"","Oyster","Crassostrea virginica","1989","ng/dry g","","Total PAHs",1872.7633135,39
"LSAB","Mussel Watch","Lake St. Clair","Anchor Bay","Michigan","Great Lakes",42.6491902942668,-82.711,"","Mussel","Dreissena species","1993","ng/dry g","","Total PAHs",640.64,39
"WIPP","Mussel Watch","Whidbey Island","Possession Point","Washington","Pacific Coast",47.9097,-122.3743,"","Mussel","Mytilus species","1999","ng/dry g","","Total PAHs",789.4,39
"MBNB","Mussel Watch","Massachusetts Bay","Nahant Bay","Massachusetts","North Atlantic Coast",42.4198,-70.9072,"","Mussel","Mytilus edulis","2005","ng/dry g","","Total PAHs",540.7,39
"SAWB","Mussel Watch","St. Andrew Bay","Watson Bayou","Florida","Gulf Coast",30.1425,-85.632193857308,"","Oyster","Crassostrea virginica","1999","ng/dry g","","Total PAHs",1063.37,39
"MBNR","Mussel Watch","Massachusetts Bay","North River","Massachusetts","North Atlantic Coast",42.1603060076605,-70.7425,"","Mussel","Mytilus edulis","2009","ng/dry g","","Total PAHs",1346.7,39
